cid,Stance,text
bafyreicc7m5iz7razp2mmqmiwksolygokfieflh77ihl7h27yexlhfipoy,Pro-Energy,"Trump has ""declared a national energy emergency to *expedite fossil fuel development,* canceled grants for renewable energy projects and ordered the U.S. to withdraw from the Paris Climate Agreement, aimed at limiting long-term global warming."""
bafyreihcfjbcdu7psb6nqgs6mvywryou6u56a27kho2suwyxyojnp6xcti,Pro-Energy,"What emissions? CO2? The non-pollutant that we produce via converters when we actually eliminated the fossil fuel emissions like CO decades before climate alarmism? And what is ""eliminate?"" Loot billions from productive to handout to unproductive? It's authoritarian so you can't oppose MAGA then."
bafyreihlowyr7pmw3b45hvqanrtlwdjyeigyod67jlj2u3jbppjjlp3afm,Pro-Energy,Trump won Wisconsin with the highest percentage a Republican presidential candidate has received since Ronald Reagan. Trump has canceled all Green Energy subsidies & is subsidizing fossil fuel industries and deregulating EPA fossil fuel energy industries. Trump campaigned on Climate Change is a hoax
bafyreib67o3pc7znotbug5enwbz2y73kpvezz54rnphwklf6jpzufbcyru,Pro-Energy,Trump team pushes to oust No. 2 official at world energy body The administration and its Republican allies in Congress say the Paris-based International Energy Agency discourages fossil fuel investments around the world. www.politico.com/news/2025/08...
bafyreifki2aphsu7czk5tme2nbcsk7fzeju4s4ptgycgp7gpssl2zy3doa,Pro-Energy,Trump aggressively selling fossil fuel. EU committed to buy another $US 750 billion worth of American energy ($1.14 trillion in Australian dollars). Australia needs to sort out #PRRT before USA floods the world market & undercuts Aussie LNG. #auspol live.australiainstitute.org.au/2025/07/aust...
bafyreifjiwswakcimwqmi2zmlh2mz4g2425d4yudmrlzvjed3daiwp2au4,Pro-Energy,Yes- and the US is going back to Fossil Fuel. Drill Baby Drill. 👿
bafyreiheeugznvypwiodw7uqdidqr47cknhzfy6ge7olcidvxfyrhlqpvy,Pro-Energy,S&P Global: US Power Sector Ramps Up Fossil Fuel Investments; 106 GW Planned For 197 Sites tinyurl.com/mv3szuw6
bafyreiale3bjlyr44fhkhrvfdnvef6cuj4ob62jkcy5cqpt3msoizy3emu,Pro-Energy,"“I’m a lifelong conservative, pro-business, pro-growth Republican from a fossil fuel state. For the life of me, there would be no justification for wanting to add a new tax on domestic energy production. We should be doing everything we can to drive down the cost.” www.politico.com/news/2025/06..."
bafyreied2aj5lwj3ztirjzuofzqswyeg6h75dauk7vobm7ljtr4udrrcsu,Pro-Energy,"I think we should keep the subsidies though because while economically inefficient it's clear that The People like it when energy is cheap and the distortionary effects, particularly the knock-on effects in fossil fuel prices are probably very popular."
bafyreidqimrjbf3qdwldfq6pjy4uyzil2qafsg6mv4s3dqgtforc5p5yfe,Pro-Energy,"Fossil Fuel Execs Urge Canada’s Leaders to Follow Trump’s Lead, Declare Energy Emergency They wish to “ensure that the dramatic regulatory restructuring required to expand the oil and natural gas sector is rapidly achieved.” www.motherjones.com/politics/202..."
bafyreie7jvzyxoe3muvnq7xirblaiow75yh5s6sotnf7nigaomshvfnbc4,Pro-Energy,A report from a group of conservative and free market New England think tanks warns that increased use of wind and solar energy could lead to increased electricity costs and rolling blackouts in the region. www.wmur.com/article/repo...
bafyreicicq6xkek27j437m2llf7hnvcdnf4hyt6qep7wvqvsl34stfl2i4,Pro-Energy,Is door to door solar panel sales a fossil fuel industry conspiracy to get people to hate solar energy?
bafyreibvlvdjhktqdxmmp2buifiaez7zbxqntratf344t6xzmh7p2uyfqa,Pro-Energy,"“We welcome President Trump’s decision to exclude oil and natural gas from new tariffs,” Mike Sommers, head of the top US fossil fuel lobby group, the American Petroleum Institute, “We will continue working with the Trump administration on trade policies that support American energy dominance.”"
bafyreihou3b3ut2i5ykrsypzo3o6pmln4s4c5p5vw4n4g4tjzpf7qxk3oq,Pro-Energy,"Yesterday, the Dept. of the Interior (DOI) announced it will implement emergency permitting procedures to fast-track the approval of fossil fuel, mining, and other projects. Using President Trump’s National Energy Emergency declaration, DOI will shorten processes that take 1-2 years to a few weeks."
bafyreif7rrnf6j3oj3yqhrmmq77l2mtbfw544oo7yf4422z4aeffgud3fi,Pro-Energy,The U.S. Army Corps of Engineers confirmed on Wednesday that its evaluation would move forward on a shortened timeline. Following Trump’s Jan. 20 executive order which declared a national energy emergency in order to boost fossil fuel production. michiganadvance.com/2025/04/16/u...
bafyreiaqts27p7mel66qqvfqqzfdytpgrnahknbifspw2ffo535g6ilfry,Pro-Energy,"Day 8 • EO 14193 – Lifted restrictions on fossil fuel production, including opening federal lands for drilling and rolling back environmental regulations. Supports Project 2025’s focus on energy independence and reducing regulatory burdens on energy producers."
bafyreiggesbaiqe4wsjibmqgxr5fswcecoiph5225kov5bccj6kz2zyqm4,Pro-Energy,"Energy and Environmental Policies the declaration of a national energy emergency led to actions such as ending the federal mandate on electric vehicles, lifting moratoriums on new LNG terminals, and withdrawing from international climate agreements, signaling a shift towards fossil fuel reliance."
bafyreifxvlvqvaodczcpvoy5sffp5cki4qgqpztmhtn6rnc6voduuaoecu,Pro-Energy,"order ""Unleashing American Energy,"" which calls on federal agencies to ""suspend, revise, or rescind all agency actions identified as unduly burdensome,"" making it clear the weakening of protections is largely intended to benefit the fossil fuel and mining industries. /end."
bafyreihzsye6g4bcrhmqdnsho75zt5v3qs6bajipzi36bwzu6scdgzgvge,Pro-Energy,"“Oil interests - We welcome President Trump’s decision exclude oil, natural gas from tariffs. Mike Sommers US fossil fuel lobby group, American Petroleum Institute. “We will continue working with the Trump administration on trade policies that support American energy dominance.”"
bafyreidvjiirsh6b2ni2fmqsnm5zhnrygabyriyrdj5itx6s5edzatqbg4,Pro-Energy,"The order, “Protecting American Energy From State Overreach,” directs the United States attorney general to identify and take action to block state laws addressing climate change, fossil fuel emissions and Environmental, Social, and Governance (ESG) initiatives."
