cid,text,stance,llm_theme_summ,llm_theme_theme,lda_topic_id,lda_topic_keywords,bert_topic_keywords,bert_topic_name,lda_topic,bert_topic,final_theme_llm_theme,final_theme_llm_summary,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,byline,ad_creative_bodies,ad_creative_link_titles,ad_creative_link_captions,ad_creative_link_descriptions,impressions,spend,currency,demographic_distribution,delivery_by_region,publisher_platforms,estimated_audience_size,languages
2316680888687936,"A Ban on Large Modern Farms Was Stopped in Sonoma County, California

In November 2024, Sonoma County residents voted against a proposed ban on large modern farms. Created by Direct Action Everywhere (DxE), an anti-animal agriculture group known for trespassing on private agribusinesses and stealing livestock and poultry, Measure J threatened to permanently ban most modern farms and animal husbandry practices in Sonoma County.

Local farmers came together with early voting on the ban, showing an 85% “no” vote on Measure J, according to Dayna Ghirardelli, executive director of the Sonoma County Farm Bureau, in a KQED press release. Support also came from outside the local farming community, with campaign spending on Measure J reaching $2 million.

At AGPROfessionals, we also stepped up to advocate for our animal agriculture clients in response to the Measure J ban as well as the proposed bans in Denver, Colorado. Our communications team produced original articles and boosted them on our social media outlets. We also shared articles and notices produced by livestock association groups and other partners. Over the last number of months, our efforts reached tens of thousands of voters in each demographic area.

Measure J Would Have Impacted All of Animal Agriculture in the County

According to the Sonoma County Voter Information Guide, animals included in the Measure J ballot initiative were cattle, mature dairy cattle, veal calves, swine, horses, sheep, laying hens, broilers, and ducks, making it clear that no animal agribusiness in Sonoma County would have been exempt. If Measure J were to have passed, all large modern farms in Sonoma County would need to be “phased out,” and future developments of large modern farms would be “prohibited.” Current operations would have had three years to “phase-out” or meet Best Management Practices set by the county Agricultural Commissioner. Failure to cease or comply within the three years would have resulted in fines starting at $1,000 for the first day, $5,000 for the second day, and $10,000 every day in “violation” thereafter. In addition to fines, non-complying large modern farms would have also faced other enforcement available by law and at the discretion of the Agricultural Commissioner.

Family Farms Would Have Been Impacted

Opponents of the ban pointed out that the bill targeted multi-generational farming families in Sonoma County. According to an American Farm Bureau fact sheet about agriculture and food, in 2022, 95% of all United States farms are family owned.

If it passed, Measure J would have shut down large modern farms housing 89,000 cattle, 13,508 sheep, 2,935 hogs, 4,362 goats, and 225,496 laying hens, pullets, and broilers, according to the 2023 Sonoma County Crop Report.

Measure J Proponents Used Disinformation to Sway Voters

The verbiage on the ordinance claimed only “industrialized factory farms” would be prohibited and not “family farms.” This claim by the writers of Measure J was wholly disingenuous and misleading. Measure J proponents also claimed large modern farms were “major polluters and the breeding ground for diseases.” This statement was also false, as Sonoma County farmers are held to high animal welfare standards and environmental regulatory compliance. Family farms in Sonoma County use best practices to protect water quality and other environmental impacts. The coalition opposing Measure J ensured voters were aware that “Sonoma County’s farms are among the most progressive in the nation, setting high standards in sustainability and animal welfare. Our farmers are leaders in animal care, carbon sequestration, and environmental stewardship, practices that will be undermined by Measure J.”

The Group Behind Measure J – Was Also Behind the Slaughterhouse and Fur Bans in Denver

Founded in 2013 by Wayne Hsuing, a lawyer who subscribes to animal rights and environmental extremist ideology, Direct Action Everywhere (DxE) engages in extreme tactics to attack animal agriculture. An article by Protect The Harvest outlined some of the tactics used by DxE, including committing crimes such as theft of animals, which they call “open rescue,” and focusing on small organic farms that do not have the resources to fight back against DxE activities. DxE’s “open rescue” policy includes breaking into and stealing animals from farms and ranches, which risks the health and welfare of the livestock they steal and the livestock on the premises. According to the same article, the organization also targets small organic farms to further its “all animal agriculture is abuse” narrative.

Pro-Animal Future (PAF) is an anti-animal agriculture group connected with DxE. Based out of Denver, Colorado, PAF is a sub-group of the Phauna Foundation, a 501 c (3). Its website states that the organization is “known in the animal rights community for its studies on public attitudes regarding the use of animals for food.” According to an article by Protect The Harvest, PAF used its influence to further its vegan agenda in the Denver area to get similar initiatives to Measure J on the ballot. The ballot initiatives targeted animal processing facilities and the sale of fur products in Denver city and county.

The Ultimate in Sustainability and Animal Welfare

Today’s farmers and ranchers operate on very thin margins. Animals that are stressed or unhealthy do not produce well. Therefore, animal welfare and efficiency are top priorities for producers. With this in mind, university researchers and livestock veterinarians have developed modern farming practices in conjunction with producers who have generations of practical knowledge and experience. The practices employed by large modern farms help ensure the animals' health and well-being, reduce inputs, and make the most of land, water, and other resources.

Not only are large modern farms, primarily owned by families, feeding the country, but more and more are doing so utilizing sustainable energy. Some examples of the use of renewable energy on farms and ranches include geothermal, solar panels, windmills, hydro systems, and methane digesters. In 2022, 153,101 farms and ranches used renewable energy. This is a 167% increase from 2012 when only 57,299 farms used on-farm renewable energy practices.

Large Modern Farms Support Local Economies

The latest statistics from the American Farm Bureau Federation show that there are 1.9 million farms and ranches in the US, comprising less than 2% of the population. Family-run operations account for more than 95% of total agricultural production value. One large modern farm, on average, feeds 169 people in the U.S. and abroad annually.

In Sonoma County, large modern farms support the local, state, and national economy by adding tens of millions of dollars in revenue each year. According to the 2023 Sonoma County Crop Report, the livestock industry in Sonoma County contributed $39,489,100 to the local economy in 2023.

Looking Toward the Future

In her article about the recent ballot initiative in Sonoma County, Hannah Weeman Thompson from Animal Agriculture Alliance emphasized the importance of staying abreast of threats to animal agriculture and turning out to vote “no” when these initiatives appear on the ballot. We must stand up against groups like DxE and PAF and stop bans on large modern farms and slaughterhouses from gaining traction. “Losses today are unlikely to deter activists,” Weeman said, “as they believe ‘even if none of them pass, it’s going to set a precedent, we’ve already won by getting these on the ballot.’”

Thankfully, Measure J did not pass, and neither did the bans in Denver. However, despite this defeat at the polls, the threat to large modern farms is far from over. The groups vying to end animal agriculture are motivated by their ideology and they have a long game.

Links to references can be found in this article on our website",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897643148957433,We need to take action to keep our communities safe,Neutral,,,,"climate, change, action, crisis, weather",,,53.0,-1_action_environmental_public_green,"**""Local civic engagement""**",Anti-fracking activism,354332957753500.0,Brazelton for MN House,2024-10-21,2024-10-21,2024-10-23,Campaign Fund of Chris Brazelton,We need to take action to keep our communities safe,,www.brazeltonformnhouse.net,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.008929},{""age"":""18-24"",""gender"":""male"",""percentage"":0.013393},{""age"":""25-34"",""gender"":""female"",""percentage"":0.058036},{""age"":""25-34"",""gender"":""male"",""percentage"":0.125},{""age"":""35-44"",""gender"":""female"",""percentage"":0.0625},{""age"":""35-44"",""gender"":""male"",""percentage"":0.125},{""age"":""45-54"",""gender"":""female"",""percentage"":0.053571},{""age"":""45-54"",""gender"":""male"",""percentage"":0.160714},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.004464},{""age"":""55-64"",""gender"":""female"",""percentage"":0.071429},{""age"":""55-64"",""gender"":""male"",""percentage"":0.160714},{""age"":""65+"",""gender"":""female"",""percentage"":0.0625},{""age"":""65+"",""gender"":""male"",""percentage"":0.09375}","{""region"":""Minnesota"",""percentage"":1}",facebook,"lower_bound: 10001, upper_bound: 50000",en
bafyreifesb2r75vaxp4y2teiukca4nkzoc4la46ssfn4tgfgpamkzh2l7i,Does really surprise me even though it is awful for her. These fossil fuel industries will go to great lengths to protect their profits. Our world is slowly choking to death on plastic.,Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3763753903887890,"Thousand Friends of Martinez endorses the following candidates and bonds.  

To see our Election Forum, click below: https://www.youtube.com/watch?v=LAGq4fhLC4k

Mike Barbanica – County Supervisor District 5 - https://thousandfriendsofmartinez.org/files/Barbanica2024.pdf
Dylan Radke – Martinez City Council District 2
https://thousandfriendsofmartinez.org/files/RadkeBio2024.pdf
Logan Campbell – MUSD District 1
https://www.loganformartinez.com/
Measure O – MUSD Bond
https://thousandfriendsofmartinez.org/files/MeasureO.pdf
Proposition 4 – Climate Bond
https://www.nature.org/en-us/about-us/where-we-work/united-states/california/stories-in-california/climate-change-resilience/

FPPC# 1381454",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreia7njxqcwedphxszkpar2cbo3tmi3kwawahhgexeaesu6ilncpsom,LNP spokesperson this morning saying 'we accept the science of climate change'. Hahahahahahahahah. So he's basically saying they've caught up to where we were about 40 years ago. I guess it sounds good if you're not expecting anyone to do anything.,Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395347873353169,"Want to implement clean energy projects in your community? The IRA’s Direct Pay provision can help by providing local governments and nonprofits with cash for clean energy investments! 💰 To learn how you can get 30% back on your investments, register for our webinar with Alex Kate Halvey from the @[100068384958383:2048:U.S. Department of Energy]  ➡️ https://sierraclub.zoom.us/meeting/register/tJwlf-2grDsjG9JKJuvePjusY_6pB5L0FvDi#/registration",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571856428998758,"Good governance has nothing to do with “climate change” or pronouns. It has to do with how well you put out fires 🔥, provide clean drinking water 💧, put criminals 🥷 behind bars, promote private sector growth 💵, & manage your borders 🇺🇸.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954418501393774,"Another one! ?? Please join us in welcoming Cameron Brown, CEO of Validus Energy, to The Petroleum Alliance Executive Committee. Cameron co-founded Validus, then served as Executive Vice President and Chief Financial Officer. He was also a founding Partner at Pontem Energy Capital Management, LLC, an alternative capital provider to public and private energy companies. He is a third-generation oil & gas professional who has spent his entire career in the energy industry. We are beyond excited to have him join the committee!",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181811686744555,"President Trump is taking bold steps to restore America’s energy dominance. His latest executive order supports coal, opens doors to more U.S. production, and cuts red tape that’s driving up your utility bills. We don’t need to beg OPEC or bow to green subsidies. What we need is a return to energy freedom—drilling, refining, and producing right here at home. https://vanceginn.substack.com/p/budget-talk-intensifies-in-dc-texas",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069454341186311,"9,100 jobs. 145 projects. Enough homegrown energy to power Maine. Sen. Collins: Save our jobs. Save clean energy tax credits.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreibxggjoinycj5ehua2tafbwk523xf2untsspykhfh42juwdlxe7sq,"A fantastic report highlighting how fossil fuel companies use sports sponsorship to improve their public image and give the impression their activities don't have dire consequences for our planet and its inhabitants.

#SayNoToSportsWashing",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreih3lqh2lsqmiwn4rnes6ixbragnqkce7ojafgtdxjmmt5nsj4pvxy,"MadamePrezTrump keeps telling us climate change is a hoax&ppl believe that pathological liar,grifting,greedy bag of shit.ClimateChange IS REAL,but SO FUCKING WHAT IF IT’S REAL OR NOT?!This is our only home&only planet to support us.It’s NOT ours to destroy,we’re borrowing it from future generations.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493799253098650,"Homeowners, know the potential impact of wind farms on your property value. Factors such as visual impact and noise pollution may lower your property and resale value.",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreifwyd2gyszv4awa6zqvqt27hicfmc7jhknaotix7n5zag736hvy4m,"HMMM, just how many shares of Fossil Fuel stock does Donnie own anyway",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477028851740114,"Another win in the books! ? Oklahoma was one of 16 states that challenged Energy Department's pause on natural gas exports — on Monday, a federal judge in Louisiana officially put that pause on hold. ?? Since the beginning of his presidency, the Biden Administration has tried (and failed) to shut down oil and natural gas. This ruling is a big win for our industry and the millions of hardworking employees it supports.",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreiffravib2jgh3nucoj53axyjzeqmh56frmyuo3zqf3y6tc62g36a4,"After Heavy Spending to Elect tRump, Oil Industry Has an Energy Wish List Topping the list: expanded drilling areas and the reversal of rules on auto emissions and natural gas exports. ""American energy won,"" API President and CEO Mike Sommers said www.newsweek.com/after-heavy-...",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreidqmoefsr4uzzxtx4hguhrbl3e6c4vwmvm256wrw5tx5326b2g6wa,"Maybe starting the AFL season this early isn't a good idea unless you're trying to invent a new water-based version. 

BTW cyclones travelling lower and lower down the coastline will increase with climate change.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946106162546275,"Are you ready for the biggest impact event on the beach with the smallest footprint?

Meet us at @[100075964808245:2048:Normandy Fountain Business Association] on December 15th from 4 - 7 PM ET for an exciting EcoFest with @[100031454031580:2048:CLEAN MIAMI BEACH] and many of our other local ocean and planet warriors! 

We’ll raise awareness about ocean health, the dangers of plastic pollution and practical ways we can all make better environmental choices. 

RSVP: heyor.ca/TIExeO",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780667832250304,"Discover how American ingenuity in the oil and gas industry is setting new standards for energy independence and economic growth. From crisis to stability, we power on. Lead the charge—fuel America!",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462707528005056,"Do you know how offshore wind works?⁠
⁠
It's just like a wind turbine you might see driving down the road, but it captures the power of the wind out in the ocean and expands our capacity to turn wind into clean energy. ⁠
⁠
Plus, they're built out in the ocean on a port - all parts get moved out to sea and they are put together like a Lego build! ⁠
⁠
#windbasics #cleanenergybasics #windpower",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
